CustomerID,Age,Income,EmploymentType,ResidenceType,CreditScore,LoanAmount,LoanTerm,PreviousDefault,RiskCategory
452,39,18371,Self-employed,Owned,441,25377,141,Yes,Medium
453,66,40310,Self-employed,Owned,784,118920,165,Yes,Medium
454,69,39291,Salaried,Owned,737,104293,253,Yes,Medium
455,59,21147,Unemployed,Rented,387,72152,107,Yes,High
456,23,6291,Salaried,Owned,762,101686,243,Yes,High
457,32,38256,Self-employed,Owned,347,192245,249,Yes,High
458,60,13892,Self-employed,Parental Home,780,275760,29,No,Low
459,54,37326,Unemployed,Parental Home,823,145694,355,No,High
460,50,40458,Salaried,Parental Home,510,350699,335,No,Very High
461,25,41889,Self-employed,Owned,543,50160,257,Yes,High
462,61,47966,Self-employed,Owned,538,44163,71,Yes,Medium
463,61,40207,Unemployed,Owned,496,495116,141,Yes,Low
464,22,43288,Self-employed,Rented,534,108522,60,Yes,High
465,56,28995,Self-employed,Rented,486,218169,177,No,Medium
466,21,8409,Salaried,Parental Home,589,84112,179,No,Medium
467,23,45438,Unemployed,Rented,520,337931,264,Yes,Very High
468,62,47874,Unemployed,Rented,796,182350,347,Yes,Very High
469,49,47702,Unemployed,Rented,795,492104,320,Yes,High
470,69,32823,Salaried,Parental Home,601,497239,75,No,Low
471,47,10869,Unemployed,Parental Home,486,237504,44,Yes,Low
472,64,38724,Self-employed,Rented,749,421635,69,No,High
473,52,25401,Unemployed,Owned,711,361760,317,No,High
474,57,28958,Self-employed,Parental Home,544,163649,75,Yes,High
475,69,13766,Unemployed,Rented,612,216205,136,Yes,Low
476,33,22768,Unemployed,Owned,795,171629,72,Yes,Very High
477,30,33794,Salaried,Owned,321,226837,260,No,Low
478,67,29145,Unemployed,Parental Home,367,261574,149,No,Medium
479,59,13086,Unemployed,Owned,691,420861,77,No,Very High
480,47,46203,Salaried,Parental Home,615,180588,190,No,Medium
481,36,29442,Self-employed,Rented,364,282450,297,No,Low
482,34,19412,Unemployed,Parental Home,840,295112,292,No,Medium
483,36,28596,Unemployed,Owned,511,83131,182,Yes,Low
484,45,13255,Self-employed,Parental Home,499,423281,254,Yes,Very High
485,43,45406,Salaried,Parental Home,477,293064,131,Yes,Very High
486,54,43524,Unemployed,Rented,722,430852,355,No,Very High
487,43,26332,Salaried,Owned,761,127211,203,Yes,Medium
488,40,47624,Self-employed,Parental Home,343,265743,198,Yes,High
489,26,18764,Self-employed,Rented,730,103911,238,Yes,Very High
490,29,30563,Salaried,Rented,467,216680,277,No,Low
491,18,25139,Self-employed,Rented,586,434575,203,Yes,Medium
492,18,39370,Self-employed,Rented,636,436629,251,Yes,Very High
493,64,8062,Unemployed,Rented,470,467871,105,No,High
494,51,47645,Salaried,Parental Home,482,75847,137,Yes,Very High
495,49,10244,Unemployed,Parental Home,315,13944,110,Yes,Medium
496,65,9372,Salaried,Owned,795,139120,355,No,Medium
497,42,42873,Unemployed,Parental Home,409,304356,254,Yes,High
498,57,22965,Self-employed,Owned,605,467872,31,No,High
499,62,47997,Salaried,Owned,305,475405,128,No,Low
500,18,19956,Salaried,Owned,572,21000,110,Yes,Very High
501,33,43473,Salaried,Parental Home,660,497534,341,No,Medium
502,56,16894,Salaried,Rented,484,181726,166,Yes,High
503,22,48048,Self-employed,Owned,399,473712,318,Yes,Medium
504,39,36382,Self-employed,Rented,389,485032,196,Yes,High
505,46,7050,Self-employed,Owned,545,356117,346,Yes,Low
506,20,19709,Unemployed,Parental Home,538,30534,14,Yes,Very High
507,29,18722,Self-employed,Owned,380,104895,168,No,High
508,43,18210,Unemployed,Parental Home,414,442437,186,No,Medium
509,33,39545,Unemployed,Rented,575,149411,347,Yes,Medium
510,68,41674,Self-employed,Parental Home,379,368036,80,No,Low
511,54,37489,Self-employed,Rented,478,171378,32,Yes,Low
512,39,20733,Self-employed,Parental Home,608,85359,309,Yes,High
513,46,23080,Unemployed,Owned,808,194206,129,Yes,Very High
514,31,39664,Salaried,Owned,559,279603,288,Yes,High
515,45,42709,Self-employed,Parental Home,591,338861,141,No,Medium
516,22,49232,Unemployed,Rented,590,410424,217,Yes,High
517,64,41014,Unemployed,Rented,841,320690,208,Yes,Low
518,66,44152,Self-employed,Rented,362,495761,146,Yes,High
519,47,30250,Unemployed,Parental Home,704,384930,214,Yes,Low
520,63,23229,Self-employed,Parental Home,779,456207,46,No,Medium
521,69,19475,Unemployed,Parental Home,624,83571,41,Yes,Very High
522,22,49412,Salaried,Parental Home,680,141948,322,No,High
523,29,46876,Unemployed,Rented,609,72011,268,No,Low
524,33,32011,Self-employed,Rented,642,215388,193,No,High
525,43,11128,Salaried,Parental Home,774,255964,219,No,Low
526,43,35450,Self-employed,Parental Home,355,395045,140,Yes,Low
527,65,21897,Unemployed,Rented,724,424852,74,No,Low
528,38,11168,Salaried,Rented,441,94657,353,No,High
529,56,9861,Salaried,Owned,675,298122,88,No,Low
530,53,44758,Unemployed,Parental Home,525,370523,26,No,High
531,50,16750,Salaried,Owned,773,63467,336,No,Low
532,47,19988,Salaried,Rented,324,161263,70,Yes,Very High
533,54,5979,Salaried,Rented,664,227468,162,Yes,Low
534,40,26524,Self-employed,Parental Home,394,162973,119,No,High
535,27,10065,Self-employed,Owned,807,16329,118,No,High
536,22,40684,Salaried,Rented,475,418272,150,Yes,High
537,53,26184,Unemployed,Owned,707,237231,291,No,Medium
538,51,36365,Unemployed,Owned,789,481759,83,Yes,Very High
539,69,26704,Self-employed,Owned,758,295169,122,No,Very High
540,48,8622,Unemployed,Owned,712,371084,237,No,Very High
541,27,21261,Salaried,Owned,637,409111,117,Yes,Medium
542,36,47932,Unemployed,Parental Home,630,407548,170,No,Medium
543,49,31419,Self-employed,Parental Home,512,237206,161,No,Very High
544,18,37467,Self-employed,Owned,644,374138,25,Yes,Low
545,22,28605,Salaried,Parental Home,846,216148,16,No,Low
546,62,32171,Self-employed,Rented,823,271826,138,Yes,Very High
547,21,25164,Self-employed,Owned,645,210903,284,No,Low
548,33,49197,Self-employed,Parental Home,547,368537,349,Yes,High
549,41,16796,Unemployed,Parental Home,624,498272,222,No,Medium
550,33,39854,Self-employed,Rented,766,107318,338,Yes,Very High
551,19,34320,Unemployed,Rented,390,5613,357,Yes,Low
552,66,3665,Self-employed,Rented,593,196463,228,Yes,Very High
553,45,35694,Self-employed,Rented,840,87563,90,No,Very High
554,49,27230,Unemployed,Owned,823,459713,104,No,High
555,44,25995,Unemployed,Parental Home,558,153591,249,Yes,Medium
556,37,29784,Salaried,Parental Home,386,378332,245,No,Medium
557,41,17605,Salaried,Rented,457,152274,188,Yes,Very High
558,29,20463,Unemployed,Parental Home,793,418299,266,No,High
559,67,11419,Self-employed,Parental Home,485,48322,332,Yes,Low
560,52,36837,Salaried,Parental Home,643,381993,143,No,Medium
561,50,8263,Unemployed,Rented,815,277157,276,No,Very High
562,50,43719,Unemployed,Parental Home,808,469821,303,No,Low
563,68,48687,Self-employed,Parental Home,839,66763,190,No,Very High
564,60,37131,Unemployed,Parental Home,315,163413,355,No,Low
565,54,40276,Salaried,Owned,824,368850,157,No,Low
566,29,37523,Self-employed,Owned,499,146891,154,No,Low
567,20,3519,Unemployed,Parental Home,483,41761,31,No,Low
568,18,34106,Unemployed,Parental Home,608,321151,69,Yes,Low
569,50,47504,Self-employed,Parental Home,807,427389,307,Yes,Low
570,57,13514,Self-employed,Parental Home,580,398272,77,Yes,High
571,27,10233,Self-employed,Parental Home,457,387116,356,No,Low
572,60,4102,Salaried,Parental Home,659,188461,24,No,Low
573,61,3597,Salaried,Owned,558,31920,73,Yes,Medium
574,46,49715,Unemployed,Rented,456,67467,57,Yes,Medium
575,30,22657,Unemployed,Parental Home,724,68897,104,Yes,Low
576,29,48009,Self-employed,Parental Home,320,124590,234,Yes,Very High
577,48,41549,Unemployed,Parental Home,646,469748,34,Yes,Medium
578,63,46565,Unemployed,Rented,649,231409,78,Yes,High
579,19,9256,Self-employed,Parental Home,684,169459,125,Yes,High
580,68,46148,Salaried,Parental Home,737,152113,217,Yes,High
581,67,32401,Salaried,Rented,755,419474,77,Yes,Medium
582,52,44548,Salaried,Parental Home,845,411282,61,Yes,High
583,40,9554,Unemployed,Rented,379,138685,152,No,High
584,34,15664,Self-employed,Rented,751,257901,269,No,Very High
585,43,45367,Salaried,Parental Home,840,230445,45,No,Very High
586,25,27386,Unemployed,Owned,788,485509,307,Yes,Medium
587,46,7846,Self-employed,Owned,822,286363,264,Yes,Low
588,43,29205,Salaried,Parental Home,691,95777,80,No,Very High
589,27,28570,Salaried,Rented,658,205165,200,No,Low
590,43,33255,Self-employed,Rented,332,205779,164,Yes,Very High
591,51,24182,Unemployed,Rented,435,141054,214,No,Very High
592,68,42373,Unemployed,Parental Home,709,215140,88,No,Very High
593,58,46019,Salaried,Owned,828,110229,202,No,Very High
594,24,19043,Self-employed,Rented,390,265529,39,No,Low
595,21,48532,Unemployed,Rented,712,480770,224,No,Medium
596,67,38754,Self-employed,Parental Home,598,319904,67,No,Low
597,62,3400,Self-employed,Owned,786,61758,123,No,High
598,28,22239,Salaried,Owned,372,315706,254,No,Low
599,46,13416,Self-employed,Parental Home,560,66033,165,No,High
600,53,6412,Self-employed,Owned,611,207345,166,Yes,Low
601,42,19440,Self-employed,Parental Home,464,181742,293,No,Low
602,38,27406,Unemployed,Rented,634,358241,282,Yes,Very High
603,53,4875,Salaried,Parental Home,801,357009,61,Yes,Low
604,27,40066,Salaried,Rented,460,155029,79,Yes,Very High
605,54,39536,Self-employed,Parental Home,689,464908,143,No,Medium
606,26,8752,Self-employed,Rented,370,394560,169,No,Low
607,41,24217,Unemployed,Rented,391,240029,344,No,Very High
608,52,15489,Salaried,Parental Home,660,331218,276,No,High
609,66,4353,Unemployed,Rented,620,402084,181,No,Very High
610,52,29986,Salaried,Owned,544,388366,281,No,High
611,65,24371,Unemployed,Parental Home,323,415367,231,No,Low
612,53,42365,Self-employed,Owned,702,245785,51,No,Medium
613,35,17691,Unemployed,Rented,672,406822,300,No,Low
614,66,7311,Self-employed,Rented,585,44338,90,Yes,Low
615,56,13794,Salaried,Rented,740,344155,250,No,Very High
616,49,5934,Salaried,Parental Home,651,181376,71,No,High
617,41,19406,Self-employed,Rented,518,114602,331,No,Medium
618,40,13394,Salaried,Owned,784,302798,329,Yes,High
619,49,29872,Unemployed,Owned,742,248964,346,No,Medium
620,54,44708,Self-employed,Parental Home,517,464613,248,No,Low
621,29,44093,Salaried,Owned,366,101003,87,Yes,Very High
622,66,23800,Unemployed,Parental Home,330,222906,317,No,High
623,30,46397,Unemployed,Parental Home,621,59109,50,Yes,Low
624,40,40909,Salaried,Rented,549,229541,210,Yes,Low
625,42,24352,Salaried,Owned,309,377404,116,No,Very High
626,52,39439,Unemployed,Owned,584,382041,81,No,High
627,58,31312,Self-employed,Owned,452,256882,293,Yes,Low
628,47,43060,Salaried,Rented,843,383989,69,No,Very High
629,34,18438,Salaried,Parental Home,828,236753,340,Yes,Medium
630,66,26385,Self-employed,Owned,670,121877,190,No,Low
631,37,47999,Self-employed,Owned,600,128555,319,Yes,Medium
632,65,21482,Salaried,Owned,445,175070,233,No,Low
633,42,35471,Self-employed,Owned,351,355347,155,Yes,Very High
634,39,46877,Unemployed,Rented,703,118313,315,Yes,Medium
635,30,44212,Unemployed,Parental Home,440,324513,38,Yes,Very High
636,36,16026,Unemployed,Owned,387,376333,172,No,High
637,66,45089,Salaried,Owned,726,479980,162,Yes,Low
638,53,22648,Self-employed,Parental Home,383,236026,184,No,High
639,29,8435,Unemployed,Rented,542,250428,222,No,High
640,58,11493,Self-employed,Rented,405,106262,33,Yes,Medium
641,36,9691,Unemployed,Rented,654,353521,309,Yes,Low
642,29,5763,Self-employed,Rented,320,142062,44,No,High
643,26,23389,Unemployed,Owned,305,383514,120,Yes,Low
644,24,34498,Unemployed,Parental Home,520,345327,58,Yes,Very High
645,45,39009,Unemployed,Parental Home,386,23350,107,No,Medium
646,31,38825,Unemployed,Parental Home,752,139358,136,Yes,High
647,48,19934,Unemployed,Rented,641,55147,346,No,Very High
648,69,8574,Unemployed,Rented,692,220134,306,Yes,Very High
649,36,41179,Unemployed,Parental Home,651,366404,313,Yes,Medium
650,64,4587,Unemployed,Owned,545,163692,339,No,Very High
651,33,45782,Unemployed,Rented,412,267361,318,Yes,Very High
652,22,41688,Self-employed,Owned,457,58098,36,No,High
653,52,14688,Self-employed,Parental Home,536,367863,93,Yes,Very High
654,29,7409,Salaried,Rented,542,355259,69,Yes,Medium
655,42,8783,Unemployed,Owned,465,442521,37,No,Very High
656,69,36480,Self-employed,Rented,333,366915,308,No,Low
657,38,29751,Self-employed,Parental Home,554,50742,55,No,Very High
658,53,41174,Self-employed,Parental Home,601,286400,96,No,Very High
659,40,15041,Self-employed,Parental Home,519,21416,33,No,Very High
660,33,26227,Self-employed,Owned,331,245487,237,Yes,Very High
661,56,38201,Self-employed,Rented,808,287015,48,No,High
662,62,39069,Salaried,Rented,781,421387,112,No,High
663,59,19654,Self-employed,Rented,532,95536,153,No,Low
664,56,29370,Salaried,Parental Home,514,485018,15,No,High
665,31,32482,Salaried,Owned,541,270222,35,No,Medium
666,48,14586,Unemployed,Parental Home,544,241014,202,No,High
667,22,8322,Unemployed,Parental Home,319,99946,332,No,High
668,52,16932,Unemployed,Owned,509,435846,333,Yes,High
669,40,32299,Self-employed,Parental Home,725,383649,280,No,Medium
670,46,28179,Unemployed,Parental Home,371,82654,38,Yes,Low
671,60,8257,Self-employed,Rented,477,223465,92,Yes,Very High
672,28,49501,Self-employed,Owned,822,344890,132,Yes,Medium
673,35,49136,Unemployed,Owned,598,85567,80,Yes,Medium
674,64,12777,Unemployed,Rented,565,173134,324,No,High
675,29,14249,Salaried,Owned,819,104018,83,No,High
676,26,24390,Salaried,Rented,794,216378,257,Yes,Low
677,27,23369,Self-employed,Parental Home,574,253967,257,No,High
678,61,15881,Self-employed,Owned,352,172820,264,Yes,Medium
679,34,12587,Unemployed,Owned,699,173223,84,Yes,High
680,55,31264,Unemployed,Parental Home,713,318320,285,Yes,High
681,24,11791,Salaried,Parental Home,788,262825,27,Yes,Low
682,63,44473,Unemployed,Owned,801,49689,190,Yes,Medium
683,30,25375,Self-employed,Owned,606,44630,51,No,Medium
684,57,25611,Unemployed,Owned,716,417214,50,No,Very High
685,59,45026,Salaried,Rented,808,333490,67,No,Very High
686,26,10833,Self-employed,Owned,829,15647,244,No,Low
687,67,18754,Salaried,Owned,305,367478,65,No,Medium
688,44,45048,Salaried,Parental Home,721,345884,183,Yes,Medium
689,19,15577,Self-employed,Parental Home,750,11033,313,No,High
690,22,34095,Salaried,Rented,726,216853,200,Yes,Low
691,46,24248,Unemployed,Parental Home,689,424577,54,No,Low
692,54,38282,Unemployed,Owned,633,236348,15,Yes,Very High
693,55,39737,Salaried,Owned,747,373402,272,Yes,Very High
694,36,34891,Unemployed,Rented,637,259668,69,Yes,High
695,25,27124,Salaried,Parental Home,387,202432,48,Yes,Very High
696,65,7566,Unemployed,Parental Home,568,170567,246,Yes,Low
697,62,5196,Salaried,Parental Home,364,241879,276,Yes,Low
698,18,34115,Unemployed,Rented,363,239497,26,No,Very High
699,39,22859,Self-employed,Parental Home,569,416832,99,No,High
700,69,14345,Self-employed,Parental Home,676,249385,110,Yes,High
701,34,37077,Unemployed,Parental Home,628,141752,116,Yes,Very High
702,24,3864,Salaried,Owned,817,208353,228,No,Medium
703,42,15055,Unemployed,Rented,720,143677,202,Yes,Medium
704,62,41157,Salaried,Owned,612,169602,226,No,Very High
705,21,22747,Unemployed,Rented,608,496541,209,Yes,High
706,53,47484,Unemployed,Parental Home,488,253019,116,No,Very High
707,23,14978,Self-employed,Owned,341,478564,38,Yes,Very High
708,48,27599,Salaried,Parental Home,619,42329,193,No,Low
709,36,38771,Salaried,Parental Home,744,126820,94,No,High
710,61,49942,Salaried,Rented,673,139377,170,No,High
711,56,49540,Salaried,Parental Home,585,230451,241,Yes,High
712,44,20615,Salaried,Owned,470,176610,246,No,Very High
713,27,43727,Self-employed,Rented,562,429610,299,No,Medium
714,43,47748,Unemployed,Rented,834,59044,29,Yes,Very High
715,36,42349,Salaried,Owned,441,407949,295,Yes,High
716,56,32377,Salaried,Parental Home,447,263291,82,Yes,Low
717,20,33031,Unemployed,Parental Home,739,13612,226,No,High
718,62,45733,Self-employed,Parental Home,715,199938,128,Yes,High
719,30,14760,Self-employed,Parental Home,324,377184,111,No,High
720,67,36714,Self-employed,Parental Home,393,271580,99,No,Very High
721,45,28762,Unemployed,Rented,604,372545,359,No,Medium
722,37,37332,Unemployed,Rented,484,162631,164,No,Low
723,45,43100,Self-employed,Owned,582,340994,306,No,Low
724,25,7944,Self-employed,Parental Home,454,124655,188,Yes,Medium
725,58,16877,Unemployed,Parental Home,313,46393,143,Yes,Medium
726,56,32990,Self-employed,Parental Home,640,283479,319,Yes,Medium
727,18,45907,Salaried,Owned,772,289859,133,Yes,Low
728,20,37076,Unemployed,Parental Home,407,395157,222,Yes,Low
729,30,6258,Self-employed,Rented,630,271309,79,Yes,High
730,45,34629,Salaried,Parental Home,839,132626,68,Yes,Very High
731,66,40579,Unemployed,Owned,738,123170,24,No,Very High
732,42,25958,Unemployed,Rented,683,384716,204,No,Very High
733,50,42465,Salaried,Rented,459,56790,74,No,Low
734,55,23317,Unemployed,Rented,731,189101,338,No,Medium
735,23,18775,Self-employed,Parental Home,695,101573,164,No,Low
736,61,14039,Unemployed,Owned,787,478524,34,Yes,Low
737,62,32097,Self-employed,Owned,488,285143,41,Yes,Low
738,49,37207,Salaried,Parental Home,717,20505,200,Yes,Low
739,62,25553,Salaried,Owned,642,27388,321,No,Very High
740,64,47402,Unemployed,Rented,660,107112,120,Yes,High
741,38,3055,Salaried,Rented,408,250986,71,No,Medium
742,33,26161,Salaried,Owned,600,313605,77,No,Low
743,38,35873,Unemployed,Owned,667,379774,177,Yes,Medium
744,28,38969,Self-employed,Parental Home,554,478267,152,No,Medium
745,54,18184,Unemployed,Parental Home,615,365983,63,No,Low
746,53,3669,Unemployed,Parental Home,370,432106,191,Yes,High
747,52,15663,Self-employed,Parental Home,568,189589,43,Yes,High
748,36,28318,Self-employed,Parental Home,800,44857,225,Yes,Very High
749,37,36734,Self-employed,Parental Home,508,223205,276,Yes,Very High
750,35,19691,Unemployed,Rented,777,84639,28,No,High
751,64,21522,Self-employed,Owned,475,135828,137,Yes,Low
752,58,14656,Salaried,Parental Home,538,87578,93,Yes,Very High
753,66,18893,Self-employed,Rented,741,494756,51,Yes,Low
754,31,48857,Salaried,Owned,791,315293,115,Yes,Low
755,32,19493,Self-employed,Owned,398,19337,230,No,Low
756,48,6632,Salaried,Owned,628,396270,193,No,Low
757,18,33336,Salaried,Parental Home,625,232276,167,No,Medium
758,20,26112,Salaried,Parental Home,744,32683,189,Yes,Medium
759,33,41452,Salaried,Parental Home,594,68269,29,Yes,Low
760,40,16266,Salaried,Owned,741,339898,152,No,High
761,28,19940,Self-employed,Owned,330,374806,172,No,Medium
762,29,27003,Unemployed,Rented,430,346474,225,Yes,Low
763,27,35872,Unemployed,Rented,826,113467,233,No,Low
764,49,37815,Unemployed,Rented,737,455576,273,Yes,Very High
765,33,33869,Unemployed,Rented,625,121591,56,Yes,Very High
766,25,20257,Unemployed,Owned,566,448980,198,No,Very High
767,55,19682,Salaried,Parental Home,585,403613,252,No,Medium
768,29,22622,Self-employed,Parental Home,590,377346,236,Yes,Medium
769,41,33408,Salaried,Parental Home,667,201021,345,Yes,Very High
770,45,11837,Self-employed,Parental Home,785,390459,59,No,Very High
771,25,18407,Self-employed,Rented,467,181103,122,No,Low
772,45,32309,Self-employed,Owned,770,236380,94,No,High
773,53,9382,Self-employed,Parental Home,469,493281,115,Yes,Very High
